,Completed,Height,SAM,MAM (kg >),MAM (kg <=),Normal (kg >),Normal (kg <=),Overweight (kg >),Overweight (kg <),Obese
2237,Boy 2 - 5 yrs,109.2,14.186,14.186,15.386,15.386,21.843,21.843,24.015,24.015
2238,Boy 2 - 5 yrs,109.3,14.211,14.211,15.414,15.414,21.888,21.888,24.066,24.066
2239,Boy 2 - 5 yrs,109.4,14.235,14.235,15.442,15.442,21.933,21.933,24.118,24.118
2240,Boy 2 - 5 yrs,109.5,14.26,14.26,15.47,15.47,21.978,21.978,24.169,24.169
2241,Boy 2 - 5 yrs,109.6,14.285,14.285,15.497,15.497,22.023,22.023,24.22,24.22
2242,Boy 2 - 5 yrs,109.7,14.31,14.31,15.525,15.525,22.068,22.068,24.272,24.272
2243,Boy 2 - 5 yrs,109.9,14.36,14.36,15.581,15.581,22.159,22.159,24.376,24.376
2244,Boy 2 - 5 yrs,110,14.385,14.385,15.609,15.609,22.205,22.205,24.428,24.428
2245,Boy 2 - 5 yrs,110.1,14.41,14.41,15.637,15.637,22.25,22.25,24.479,24.479
2246,Boy 2 - 5 yrs,110.2,14.435,14.435,15.666,15.666,22.297,22.297,24.532,24.532
2247,Boy 2 - 5 yrs,110.3,14.461,14.461,15.694,15.694,22.342,22.342,24.584,24.584
2248,Boy 2 - 5 yrs,110.4,14.486,14.486,15.722,15.722,22.389,22.389,24.637,24.637
2249,Boy 2 - 5 yrs,110.5,14.511,14.511,15.751,15.751,22.435,22.435,24.69,24.69
2250,Boy 2 - 5 yrs,110.6,14.537,14.537,15.779,15.779,22.481,22.481,24.742,24.742
2251,Boy 2 - 5 yrs,110.7,14.562,14.562,15.808,15.808,22.528,22.528,24.796,24.796
2252,Boy 2 - 5 yrs,110.8,14.588,14.588,15.836,15.836,22.574,22.574,24.849,24.849
2253,Boy 2 - 5 yrs,110.9,14.613,14.613,15.865,15.865,22.621,22.621,24.902,24.902
2254,Boy 2 - 5 yrs,111,14.639,14.639,15.894,15.894,22.668,22.668,24.955,24.955
2255,Boy 2 - 5 yrs,111.1,14.664,14.664,15.922,15.922,22.715,22.715,25.009,25.009
2256,Boy 2 - 5 yrs,111.2,14.69,14.69,15.951,15.951,22.762,22.762,25.063,25.063
2257,Boy 2 - 5 yrs,111.3,14.716,14.716,15.98,15.98,22.809,22.809,25.116,25.116
2258,Boy 2 - 5 yrs,111.4,14.742,14.742,16.009,16.009,22.856,22.856,25.17,25.17
2259,Boy 2 - 5 yrs,111.5,14.768,14.768,16.038,16.038,22.903,22.903,25.224,25.224
2260,Boy 2 - 5 yrs,111.6,14.794,14.794,16.067,16.067,22.951,22.951,25.279,25.279
2261,Boy 2 - 5 yrs,111.7,14.82,14.82,16.096,16.096,22.998,22.998,25.333,25.333
2262,Boy 2 - 5 yrs,111.8,14.846,14.846,16.126,16.126,23.046,23.046,25.387,25.387
2263,Boy 2 - 5 yrs,111.9,14.872,14.872,16.155,16.155,23.094,23.094,25.442,25.442
2264,Boy 2 - 5 yrs,112,14.898,14.898,16.184,16.184,23.141,23.141,25.496,25.496
2265,Boy 2 - 5 yrs,112.1,14.924,14.924,16.213,16.213,23.189,23.189,25.55,25.55
2266,Boy 2 - 5 yrs,112.2,14.95,14.95,16.243,16.243,23.237,23.237,25.606,25.606
2267,Boy 2 - 5 yrs,112.3,14.977,14.977,16.272,16.272,23.285,23.285,25.66,25.66
2268,Boy 2 - 5 yrs,112.4,15.003,15.003,16.302,16.302,23.333,23.333,25.715,25.715
2269,Boy 2 - 5 yrs,112.5,15.029,15.029,16.331,16.331,23.381,23.381,25.77,25.77
2270,Boy 2 - 5 yrs,112.6,15.056,15.056,16.361,16.361,23.43,23.43,25.825,25.825
2271,Boy 2 - 5 yrs,112.7,15.083,15.083,16.39,16.39,23.478,23.478,25.88,25.88
2272,Boy 2 - 5 yrs,112.8,15.109,15.109,16.42,16.42,23.527,23.527,25.936,25.936
2273,Boy 2 - 5 yrs,112.9,15.135,15.135,16.45,16.45,23.575,23.575,25.991,25.991
2274,Boy 2 - 5 yrs,113,15.162,15.162,16.479,16.479,23.623,23.623,26.047,26.047
2275,Boy 2 - 5 yrs,113.1,15.189,15.189,16.509,16.509,23.672,23.672,26.102,26.102
2276,Boy 2 - 5 yrs,113.2,15.215,15.215,16.539,16.539,23.721,23.721,26.158,26.158
2277,Boy 2 - 5 yrs,113.3,15.242,15.242,16.569,16.569,23.77,23.77,26.214,26.214
2278,Boy 2 - 5 yrs,113.4,15.269,15.269,16.599,16.599,23.819,23.819,26.269,26.269
2279,Boy 2 - 5 yrs,113.5,15.296,15.296,16.629,16.629,23.868,23.868,26.325,26.325
2280,Boy 2 - 5 yrs,113.6,15.322,15.322,16.659,16.659,23.917,23.917,26.382,26.382
2281,Boy 2 - 5 yrs,113.8,15.376,15.376,16.719,16.719,24.015,24.015,26.494,26.494
2282,Boy 2 - 5 yrs,113.9,15.403,15.403,16.749,16.749,24.064,24.064,26.55,26.55
2283,Boy 2 - 5 yrs,114,15.429,15.429,16.779,16.779,24.114,24.114,26.607,26.607
2284,Boy 2 - 5 yrs,114.1,15.456,15.456,16.809,16.809,24.163,24.163,26.663,26.663
2285,Boy 2 - 5 yrs,114.2,15.484,15.484,16.84,16.84,24.213,24.213,26.72,26.72
2286,Boy 2 - 5 yrs,114.3,15.511,15.511,16.87,16.87,24.262,24.262,26.776,26.776
2287,Boy 2 - 5 yrs,114.4,15.537,15.537,16.9,16.9,24.312,24.312,26.834,26.834
2288,Boy 2 - 5 yrs,114.5,15.565,15.565,16.931,16.931,24.362,24.362,26.891,26.891
2289,Boy 2 - 5 yrs,114.6,15.592,15.592,16.961,16.961,24.412,24.412,26.947,26.947
2290,Boy 2 - 5 yrs,114.7,15.619,15.619,16.991,16.991,24.461,24.461,27.004,27.004
2291,Boy 2 - 5 yrs,114.8,15.646,15.646,17.022,17.022,24.511,24.511,27.061,27.061
2292,Boy 2 - 5 yrs,114.9,15.673,15.673,17.052,17.052,24.562,24.562,27.119,27.119
2293,Boy 2 - 5 yrs,115,15.7,15.7,17.083,17.083,24.612,24.612,27.176,27.176
2294,Boy 2 - 5 yrs,115.1,15.727,15.727,17.113,17.113,24.661,24.661,27.233,27.233
2295,Boy 2 - 5 yrs,115.2,15.755,15.755,17.144,17.144,24.712,24.712,27.29,27.29
2296,Boy 2 - 5 yrs,115.3,15.782,15.782,17.175,17.175,24.762,24.762,27.348,27.348
2297,Boy 2 - 5 yrs,115.4,15.81,15.81,17.205,17.205,24.812,24.812,27.405,27.405
2298,Boy 2 - 5 yrs,115.5,15.836,15.836,17.236,17.236,24.863,24.863,27.463,27.463
2299,Boy 2 - 5 yrs,115.6,15.864,15.864,17.266,17.266,24.913,24.913,27.521,27.521
2300,Boy 2 - 5 yrs,115.7,15.891,15.891,17.297,17.297,24.963,24.963,27.578,27.578
2301,Boy 2 - 5 yrs,115.8,15.919,15.919,17.328,17.328,25.014,25.014,27.636,27.636
2302,Boy 2 - 5 yrs,115.9,15.946,15.946,17.359,17.359,25.064,25.064,27.694,27.694
2303,Boy 2 - 5 yrs,116,15.974,15.974,17.389,17.389,25.115,25.115,27.752,27.752
2304,Boy 2 - 5 yrs,116.1,16.001,16.001,17.42,17.42,25.165,25.165,27.809,27.809
2305,Boy 2 - 5 yrs,116.2,16.028,16.028,17.451,17.451,25.216,25.216,27.868,27.868
2306,Boy 2 - 5 yrs,116.3,16.056,16.056,17.481,17.481,25.267,25.267,27.926,27.926
2307,Boy 2 - 5 yrs,116.4,16.083,16.083,17.512,17.512,25.317,25.317,27.984,27.984
2308,Boy 2 - 5 yrs,116.5,16.111,16.111,17.543,17.543,25.368,25.368,28.042,28.042
2309,Boy 2 - 5 yrs,116.6,16.138,16.138,17.574,17.574,25.419,25.419,28.1,28.1
2310,Boy 2 - 5 yrs,116.7,16.166,16.166,17.605,17.605,25.47,25.47,28.158,28.158
2311,Boy 2 - 5 yrs,116.8,16.193,16.193,17.635,17.635,25.521,25.521,28.218,28.218
2312,Boy 2 - 5 yrs,116.9,16.22,16.22,17.666,17.666,25.572,25.572,28.276,28.276
2313,Boy 2 - 5 yrs,117,16.248,16.248,17.697,17.697,25.623,25.623,28.334,28.334
2314,Boy 2 - 5 yrs,117.1,16.275,16.275,17.728,17.728,25.674,25.674,28.392,28.392
2315,Boy 2 - 5 yrs,117.2,16.303,16.303,17.759,17.759,25.725,25.725,28.451,28.451
2316,Boy 2 - 5 yrs,117.3,16.33,16.33,17.79,17.79,25.776,25.776,28.509,28.509
2317,Boy 2 - 5 yrs,117.4,16.358,16.358,17.821,17.821,25.827,25.827,28.568,28.568
2318,Boy 2 - 5 yrs,117.5,16.385,16.385,17.852,17.852,25.879,25.879,28.627,28.627
2319,Boy 2 - 5 yrs,117.7,16.44,16.44,17.913,17.913,25.981,25.981,28.745,28.745
2320,Boy 2 - 5 yrs,117.8,16.468,16.468,17.944,17.944,26.032,26.032,28.803,28.803
2321,Boy 2 - 5 yrs,117.9,16.495,16.495,17.975,17.975,26.083,26.083,28.862,28.862
2322,Boy 2 - 5 yrs,118,16.523,16.523,18.006,18.006,26.135,26.135,28.921,28.921
2323,Boy 2 - 5 yrs,118.1,16.55,16.55,18.037,18.037,26.186,26.186,28.981,28.981
2324,Boy 2 - 5 yrs,118.2,16.578,16.578,18.068,18.068,26.238,26.238,29.039,29.039
2325,Boy 2 - 5 yrs,118.3,16.605,16.605,18.099,18.099,26.289,26.289,29.098,29.098
2326,Boy 2 - 5 yrs,118.4,16.633,16.633,18.13,18.13,26.34,26.34,29.157,29.157
2327,Boy 2 - 5 yrs,118.5,16.66,16.66,18.161,18.161,26.392,26.392,29.216,29.216
2328,Boy 2 - 5 yrs,118.6,16.688,16.688,18.192,18.192,26.444,26.444,29.276,29.276
2329,Boy 2 - 5 yrs,118.7,16.715,16.715,18.223,18.223,26.495,26.495,29.335,29.335
2330,Boy 2 - 5 yrs,118.8,16.743,16.743,18.254,18.254,26.547,26.547,29.394,29.394
2331,Boy 2 - 5 yrs,118.9,16.77,16.77,18.285,18.285,26.598,26.598,29.453,29.453
2332,Boy 2 - 5 yrs,119,16.798,16.798,18.316,18.316,26.65,26.65,29.512,29.512
2333,Boy 2 - 5 yrs,119.1,16.825,16.825,18.347,18.347,26.701,26.701,29.572,29.572
2334,Boy 2 - 5 yrs,119.2,16.852,16.852,18.377,18.377,26.753,26.753,29.632,29.632
2335,Boy 2 - 5 yrs,119.3,16.88,16.88,18.408,18.408,26.805,26.805,29.691,29.691
2336,Boy 2 - 5 yrs,119.4,16.908,16.908,18.439,18.439,26.856,26.856,29.75,29.75
2337,Boy 2 - 5 yrs,119.5,16.935,16.935,18.47,18.47,26.908,26.908,29.81,29.81
2338,Boy 2 - 5 yrs,119.6,16.963,16.963,18.501,18.501,26.959,26.959,29.869,29.869
2339,Boy 2 - 5 yrs,119.7,16.99,16.99,18.532,18.532,27.012,27.012,29.929,29.929
2340,Boy 2 - 5 yrs,119.8,17.017,17.017,18.563,18.563,27.063,27.063,29.988,29.988
2341,Boy 2 - 5 yrs,119.9,17.045,17.045,18.593,18.593,27.115,27.115,30.048,30.048
